,predict
0,4.722092140879445
1,4.641157774861219
2,4.371296721002191
3,5.247273283502191
4,4.742886693236976
5,4.371296721002191
6,4.371296721002191
7,2.0467136695889065
8,4.961854771166954
9,5.012118927741665
10,4.669691149123228
11,5.797988037077198
12,4.371296721002191
13,4.272928588138677
14,4.825866700483794
15,4.343057619045631
16,3.4233604429311213
17,4.828327971002191
18,4.99515130551777
19,1.9642908866560171
20,4.673245931043973
21,4.643793355360854
22,3.9926557530210216
23,4.532916259314661
24,3.858880349438764
25,4.749344414810553
26,4.371296721002191
27,4.787958178217882
28,1.0030179396815049
29,3.9568508109170786
30,1.6854720750848045
31,4.347186359200455
32,3.911158504783849
33,4.9569617140877025
34,1.4814362345616536
35,5.132486622900185
36,4.688007922494096
37,4.186415967566964
38,4.371296721002191
39,4.723867005865058
40,5.430884550560659
41,4.371296721002191
42,4.995444707203048
43,4.847858348297433
44,4.3565494276617285
45,4.756072595375635
46,4.371296721002191
47,4.458886904182
48,4.412007492546045
49,5.030092073338993
50,3.4075517707820753
51,3.160515849072105
52,4.322929019869725
53,4.371296721002191
54,4.371296721002191
55,4.989099027363195
56,4.794367142372469
57,5.098347502252191
58,3.767822562203072
59,4.472798803325566
60,4.445602668511156
61,4.464638275360558
62,5.098188397260264
63,3.5828672367293906
64,4.99275455343535
65,5.0035689157013055
66,4.106629056153788
67,4.371296721002191
68,4.371296721002191
69,4.371296721002191
70,3.2669822746255504
71,5.138652981013905
72,2.0581448317120206
73,1.970864248593701
74,4.676293488308683
75,5.061370999005146
76,4.628914341727765
77,4.739437210478479
78,4.5130769183930415
79,1.8319399415611777
80,4.992626938197954
81,4.685341450641869
82,4.387639461733653
83,3.9956144113505823
84,4.230187508841425
85,4.188940543625271
86,1.1115436597555735
87,4.7236127048423695
88,4.988429302255603
89,4.371296721002191
90,4.076361487891388
91,4.875762005419274
92,4.371296721002191
93,4.371296721002191
94,4.638873479738485
95,4.826846492722073
96,3.6079995465798955
97,4.619461179042483
98,4.371296721002191
99,4.828327971002191
100,4.848698782901088
101,5.332200560321978
102,5.002032341488409
103,3.8844316136093875
104,4.260500611179903
105,4.388847655244774
106,4.543629231311476
107,4.371296721002191
108,4.456426526968695
109,4.4833359743733965
110,4.371296721002191
111,4.961652320475995
112,3.9797009629999094
113,3.539050211352847
114,4.447738787334953
115,4.371296721002191
116,4.344873612032273
117,4.18847455662708
118,3.432687320736477
119,3.337401515594853
120,4.370757359328939
121,4.371296721002191
122,4.231260778242515
123,4.608794869441561
124,4.254331065147679
125,4.624462026265187
126,4.589983237552258
127,4.8964282165729145
128,4.6028373170983015
129,4.77946500909381
130,4.478846955082618
131,4.371296721002191
132,4.388206035636912
133,4.0644933470340545
134,4.432666329288769
135,4.396875467190768
136,4.856126679061248
137,4.407220555452532
138,4.342282733048716
139,4.619476352066883
140,3.8165388629786343
141,5.430884550560659
142,4.371296721002191
143,4.558691884560911
144,3.6412766436941983
145,4.87792828419966
146,4.93145891204399
147,4.7338142481873255
148,4.452163311117025
149,4.629970945800514
150,3.808419036274931
151,2.109309209988502
152,4.438314587272979
153,5.503207630261574
154,4.197330133581569
155,4.371296721002191
156,4.650375724458992
157,4.5200409599691715
158,4.390738989686739
159,4.242966919164856
160,4.356078140117594
161,5.405236240381136
162,4.371296721002191
163,4.395007537011582
164,4.697321941241364
165,2.290372497718004
166,4.395140599281255
167,5.637255091757737
168,4.5428364424370535
169,4.811301002789056
170,4.745951640002254
171,4.455613645504812
172,5.31451969968381
173,4.511750851248569
174,3.462114118897439
175,3.7205838883824356
176,4.491830186145061
177,4.371296721002191
178,4.698625809175532
179,4.634366024940032
180,4.657781598322802
181,4.790466764036002
182,3.7814906526411804
183,3.887903198732718
184,4.658383211634934
185,4.371296721002191
186,4.371296721002191
187,5.170741025981574
188,3.647952667377704
189,4.54708330142885
190,4.371296721002191
191,4.307378454365152
192,4.602533037765968
193,4.795588825276749
194,4.1456383042541445
195,4.589299120315877
196,4.435938326492124
197,4.385655989761008
198,4.371296721002191
199,4.3613977497973355
200,4.887423269910922
201,4.502862841710653
202,4.468272437424748
203,5.190997541520854
204,4.371296721002191
205,4.27713370900965
206,4.659758930600171
207,4.316842232733906
208,4.371296721002191
209,2.415278316511584
210,4.832340479289785
211,4.371296721002191
212,4.371296721002191
213,4.546308110826101
214,4.371296721002191
215,4.719941686417776
216,4.4259542453925205
217,4.534736226094553
218,4.4823847717723035
219,4.496029845131679
220,4.813926506860814
221,4.371296721002191
222,4.743441511536285
223,4.737359789333967
224,4.464848631681169
225,3.9141318499363673
226,4.46477580920502
227,2.984936793741489
228,4.4308294759103015
229,4.432419331629303
230,4.302467555903659
231,4.532418425564111
232,5.233607520884708
233,5.597555951095585
